NumeroTicket|ItemID|Item|Resumen|Ubicacion|ModoReporte|Estado|FechaCreacion|FechaTermino|FechaCierre|Prioridad
WO0000005367430|11|ARMARIO CERRADURA|DUPLICADO DE LLAVE|QUILLABAMBA - 505000|Web HD|Cerrado|2025-07-02|03-07-25|06/07/2025|2
WO0000005367037|154|OFICINA|FUMIGAR|LUREN - 380004|Web HD|Cerrado|2025-07-02|07-07-25|10/07/2025|2
WO0000005368673|146|MODULOS|REPARAR|CONSTRUCTORES - 193005|Web HD|Rechazado|2025-07-02|||1
WO0000005367035|154|OFICINA|FUMIGAR|EL CARMEN - 315001|Web HD|Cerrado|2025-07-02|07-07-25|10/07/2025|1
WO0000005369073|108|FOCO FLOURESCENTES|CAMBIAR|BUSTAMANTE Y RIVERO - 215010|Web HD|Cerrado|2025-07-02|06-07-25|09/07/2025|3
WO0000005367431|220|SERVIMATIC|REVISAR|MESA REDONDA - 191069|Web HD|Rechazado|2025-07-02|||3
WO0000005369945|107|FOCO DICROICOS|CAMBIAR|PUNO - 495000|Web HD|Cerrado|2025-07-02|03-07-25|06/07/2025|2
WO0000005368656|56|CONTADOR DE BILLETES|REPARAR|MUSA - 193050|Web HD|Cerrado|2025-07-02|11-07-25|14/07/2025|1
WO0000005368691|139|LONCHERA CERRADURA|DUPLICADO DE LLAVE|CONSTRUCTORES - 193005|Web HD|Cerrado|2025-07-02|08-07-25|11/07/2025|1
WO0000005369593|154|OFICINA|FUMIGAR|AREQUIPA - 215000|Web HD|Cerrado|2025-07-02|06-07-25|09/07/2025|1
WO0000005369914|19|BANDERAS|INSTALAR|AREQUIPA - 215000|Web HD|Cerrado|2025-07-02|29-07-25|01/08/2025|3
WO0000005367492|56|CONTADOR DE BILLETES|REPARAR|MUSA - 193050|Web HD|Cerrado|2025-07-02|04-07-25|07/07/2025|2
WO0000005368683|43|CAJONERA CERRADURA|DUPLICADO DE LLAVE|CONSTRUCTORES - 193005|Web HD|Cerrado|2025-07-02|08-07-25|11/07/2025|2
WO0000005367039|154|OFICINA|FUMIGAR|VENEZUELA - 191026|Web HD|Cerrado|2025-07-02|07-07-25|10/07/2025|1
WO0000005368693|74|DISPENSADOR DE JABON LIQUIDO|REPARAR|LA RAMBLA BRASIL - 191166|Web HD|Cerrado|2025-07-02|02-07-25|05/07/2025|1
WO0000005369093|92|ESCRITORIO|REPARAR|ASIA - 194038|Web HD|Cerrado|2025-07-02|09-07-25|12/07/2025|2
WO0000005367038|154|OFICINA|FUMIGAR|COLONIAL - 192035|Web HD|Cerrado|2025-07-02|07-07-25|10/07/2025|3
WO0000005369557|154|OFICINA|FUMIGAR|LA NEGRITA - 215004|Web HD|Cerrado|2025-07-02|06-07-25|09/07/2025|3
WO0000005367422|56|CONTADOR DE BILLETES|REPARAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-07-02|04-07-25|07/07/2025|2
WO0000005368206|191|PUERTA/MAMPARA BISAGRA|REPARAR|SAN ROMAN - 405003|Web HD|Cerrado|2025-07-02|08-07-25|11/07/2025|1
WO0000005372953|139|LONCHERA CERRADURA|REEMPLAZAR|PARURO - 191047|Web HD|Cerrado|2025-07-03|03-07-25|06/07/2025|3
WO0000005372532|219|SEPARADORES|REPARAR|ALTO DE LA ALIANZA - 540004|Web HD|Cerrado|2025-07-03|10-07-25|13/07/2025|2
WO0000005372931|43|CAJONERA CERRADURA|REEMPLAZAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-07-03|03-07-25|06/07/2025|1
WO0000005372500|43|CAJONERA CERRADURA|REEMPLAZAR|CAILLOMA - 191098|Web HD|Cerrado|2025-07-03|03-07-25|06/07/2025|2
WO0000005372501|139|LONCHERA CERRADURA|REEMPLAZAR|CAILLOMA - 191098|Web HD|Cerrado|2025-07-03|03-07-25|06/07/2025|3
WO0000005373706|136|LLAVE SHUNT|REPARAR|JULIACA - 405000|Web HD|Cerrado|2025-07-03|07-07-25|10/07/2025|3
WO0000005372554|262|VIDRIO|REPARAR|ALTO DE LA ALIANZA - 540004|Web HD|Cerrado|2025-07-03|10-07-25|13/07/2025|2
WO0000005372556|74|DISPENSADOR DE JABON LIQUIDO|REPARAR|LA NEGRITA - 215004|Web HD|Cerrado|2025-07-03|11-07-25|14/07/2025|1
WO0000005372927|139|LONCHERA CERRADURA|REEMPLAZAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-07-03|03-07-25|06/07/2025|2
WO0000005372516|216|SENSOR DE PARED|REPARAR|CAILLOMA - 191098|Web HD|Cerrado|2025-07-03|03-07-25|06/07/2025|3
WO0000005372967|43|CAJONERA CERRADURA|REEMPLAZAR|PARURO - 191047|Web HD|Cerrado|2025-07-03|03-07-25|06/07/2025|2
WO0000005373366|7|ANAQUEL|REPARAR|PARQUE INDUSTRIAL (AREQUIPA) - 215005|Web HD|Cerrado|2025-07-03|07-07-25|10/07/2025|1
WO0000005371998|43|CAJONERA CERRADURA|REEMPLAZAR|CAILLOMA - 191098|Web HD|Cerrado|2025-07-03|03-07-25|06/07/2025|3
WO0000005371995|43|CAJONERA CERRADURA|REEMPLAZAR|CAILLOMA - 191098|Web HD|Cerrado|2025-07-03|03-07-25|06/07/2025|3
WO0000005372970|43|CAJONERA CERRADURA|REEMPLAZAR|PARURO - 191047|Web HD|Cerrado|2025-07-03|03-07-25|06/07/2025|2
WO0000005372903|69|DETECTOR DE BILLETES|REPARAR|DIAGONAL - 285003|Web HD|Rechazado|2025-07-03|||2
WO0000005372562|69|DETECTOR DE BILLETES|REPARAR|ALTO DE LA ALIANZA - 540004|Web HD|Cerrado|2025-07-03|07-07-25|10/07/2025|1
WO0000005372972|43|CAJONERA CERRADURA|REEMPLAZAR|PARURO - 191047|Web HD|Cerrado|2025-07-03|03-07-25|06/07/2025|3
WO0000005372985|108|FOCO FLOURESCENTES|REVISAR|PARURO - 191047|Web HD|Cerrado|2025-07-03|03-07-25|06/07/2025|2
WO0000005372506|122|INODORO TANQUE DE AGUA|REVISAR|CAILLOMA - 191098|Web HD|Cerrado|2025-07-03|03-07-25|06/07/2025|3
WO0000005372968|43|CAJONERA CERRADURA|REEMPLAZAR|PARURO - 191047|Web HD|Cerrado|2025-07-03|03-07-25|06/07/2025|2
WO0000005372981|122|INODORO TANQUE DE AGUA|REVISAR|PARURO - 191047|Web HD|Cerrado|2025-07-03|03-07-25|06/07/2025|1
WO0000005373732|92|ESCRITORIO|MANTENIMIENTO|ILO - 385000|Web HD|Cerrado|2025-07-03|14-07-25|17/07/2025|1
WO0000005373336|57|CONTADOR DE MONEDAS|REPARAR|CERRO COLORADO - 215013|Web HD|Rechazado|2025-07-03|||1
WO0000005373727|79|DVR|REPARAR|CONSTRUCTORES - 193005|Web HD|Cerrado|2025-07-03|16-07-25|19/07/2025|1
WO0000005371922|57|CONTADOR DE MONEDAS|REPARAR|URUBAMBA - 285009|Web HD|Cerrado|2025-07-03|06-07-25|09/07/2025|2
WO0000005372974|65|CREDENZA CERRADURA|REEMPLAZAR|PARURO - 191047|Web HD|Cerrado|2025-07-03|03-07-25|06/07/2025|3
WO0000005374252|36|CAJAS (SOLO SEDES)|TRASLADAR|AREQUIPA - 215000|Web HD|Cerrado|2025-07-03|06-07-25|09/07/2025|2
WO0000005372571|56|CONTADOR DE BILLETES|REPARAR|CHACLACAYO - 191074|Web HD|Cerrado|2025-07-03|10-07-25|13/07/2025|3
WO0000005372947|138|LOCKER CERRADURA|REEMPLAZAR|PARURO - 191047|Web HD|Cerrado|2025-07-03|03-07-25|06/07/2025|3
WO0000005371110|71|DETECTOR DE HUMO|REPARAR|CHACLACAYO - 191074|Web HD|Cerrado|2025-07-03|10-07-25|13/07/2025|2
WO0000005371997|56|CONTADOR DE BILLETES|REPARAR|CHACLACAYO - 191074|Web HD|Cerrado|2025-07-03|10-07-25|13/07/2025|2
WO0000005371939|41|CAJONERA|REPARAR|MERCADO DE PRODUCTORES - 191061|Web HD|Cerrado|2025-07-03|06-07-25|09/07/2025|2
WO0000005372932|188|PUERTA / MAMPARA|REPARAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-07-03|03-07-25|06/07/2025|1
WO0000005372976|188|PUERTA / MAMPARA|REPARAR|PARURO - 191047|Web HD|Cerrado|2025-07-03|03-07-25|06/07/2025|3
WO0000005374239|56|CONTADOR DE BILLETES|REPARAR|CAYMA - 215002|Web HD|Cerrado|2025-07-03|15-07-25|18/07/2025|1
WO0000005374238|56|CONTADOR DE BILLETES|REPARAR|CAYMA - 215002|Web HD|Cerrado|2025-07-03|24-07-25|27/07/2025|3
WO0000005371948|56|CONTADOR DE BILLETES|REPARAR|ANDAHUAYLAS - 205000|Web HD|Cerrado|2025-07-03|23-07-25|26/07/2025|1
WO0000005373338|96|ESTACIONAMIENTO SE?ALIZACION|PINTAR|MALA - 255002|Web HD|Cerrado|2025-07-03|08-07-25|11/07/2025|3
WO0000005372579|190|PUERTA / MAMPARA CERRADURA|APERTURAR|JULIACA - 405000|Web HD|Cerrado|2025-07-03|13-07-25|16/07/2025|2
WO0000005373323|56|CONTADOR DE BILLETES|REPARAR|URUBAMBA - 285009|Web HD|Cerrado|2025-07-03|29-07-25|01/08/2025|2
WO0000005371967|61|CORTINAS/PERSIANAS/ROLLERS|REPARAR|ALTO DE LA ALIANZA - 540004|Web HD|Cerrado|2025-07-03|13-07-25|16/07/2025|1
WO0000005371914|190|PUERTA / MAMPARA CERRADURA|APERTURAR|AYACUCHO - 220000|Web HD|Cerrado|2025-07-03|09-07-25|12/07/2025|1
WO0000005373736|154|OFICINA|FUMIGAR|SIGLO XX - 215015|Web HD|Cerrado|2025-07-03|08-07-25|11/07/2025|1
WO0000005372978|130|LAVATORIO|REPARAR|PARURO - 191047|Web HD|Cerrado|2025-07-03|03-07-25|06/07/2025|1
WO0000005373328|239|TANQUES ELEVADOS CISTERNAS Y POZOS|REPARAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-07-03|06-07-25|09/07/2025|1
WO0000005373717|198|PULSADOR INALAMBRICO|REPARAR|LOS RUISE ORES - 191115|Web HD|Cerrado|2025-07-03|04-07-25|07/07/2025|3
WO0000005373333|34|CAJA FUERTE|REPROGRAMAR|CERRO COLORADO - 215013|Web HD|Rechazado|2025-07-03|||1
WO0000005373381|108|FOCO FLOURESCENTES|REVISAR|SAN JUAN DE MARCONA - 513000|Web HD|Cerrado|2025-07-03|07-07-25|10/07/2025|1
WO0000005372558|74|DISPENSADOR DE JABON LIQUIDO|REPARAR|AREQUIPA - 215000|Web HD|Cerrado|2025-07-03|11-07-25|14/07/2025|3
WO0000005371933|53|COMEDOR|LIMPIAR|EL CARMEN - 315001|Web HD|Cerrado|2025-07-03|08-07-25|11/07/2025|2
WO0000005372503|108|FOCO FLOURESCENTES|CAMBIAR|CAILLOMA - 191098|Web HD|Cerrado|2025-07-03|03-07-25|06/07/2025|3
WO0000005371988|214|SENSOR DE ANIEGO|REPARAR|ALFONSO UGARTE - 191089|Web HD|Cerrado|2025-07-03|15-07-25|18/07/2025|2
WO0000005371953|264|VINIL|REPONER|LA FONTANA - 193054|Web HD|Cerrado|2025-07-03|07-07-25|10/07/2025|3
WO0000005371956|192|PUERTA/MAMPARA BRAZO HIDRAULICO|REPARAR|ALTO DE LA ALIANZA - 540004|Web HD|Cerrado|2025-07-03|31-07-25|03/08/2025|1
WO0000005372958|41|CAJONERA|REPARAR|PARURO - 191047|Web HD|Cerrado|2025-07-03|03-07-25|06/07/2025|2
WO0000005372510|171|PISOS|RESANAR|PISCO - 470000|Web HD|Cerrado|2025-07-03|07-07-25|10/07/2025|3
WO0000005372990|194|PUERTA/MAMPARA MANIJA|REPARAR|PARURO - 191047|Web HD|Cerrado|2025-07-03|03-07-25|06/07/2025|2
WO0000005375466|215|SENSOR DE MAMPARA|REPARAR|PARQUE INDUSTRIAL (AREQUIPA) - 215005|Web HD|Cerrado|2025-07-04|30-07-25|02/08/2025|3
WO0000005375574|154|OFICINA|FUMIGAR|VITARTE - 191043|Web HD|Cerrado|2025-07-04|20-07-25|22/07/2025|3
WO0000005375454|214|SENSOR DE ANIEGO|REPARAR|ALFONSO UGARTE - 191089|Web HD|Rechazado|2025-07-04|||3
WO0000005375463|79|DVR|REPARAR|CONSTRUCTORES - 193005|Web HD|Rechazado|2025-07-04|||1
WO0000005375473|215|SENSOR DE MAMPARA|REPARAR|MALA - 255002|Web HD|Cerrado|2025-07-04|07-07-25|10/07/2025|1
WO0000005375477|44|CAMARA CONVENCIONAL|REPARAR|VENEZUELA - 191026|Web HD|Cerrado|2025-07-04|06-07-25|09/07/2025|3
WO0000005375265|79|DVR|REPARAR|BUSTAMANTE Y RIVERO - 215010|Web HD|Cerrado|2025-07-04|04-07-25|07/07/2025|2
WO0000005375468|79|DVR|REPARAR|CHINCHA - 315000|Web HD|Cerrado|2025-07-04|04-07-25|07/07/2025|2
WO0000005375464|44|CAMARA CONVENCIONAL|REPARAR|CHINCHA - 315000|Web HD|Cerrado|2025-07-04|07-07-25|10/07/2025|1
WO0000005375472|44|CAMARA CONVENCIONAL|REPARAR|LA SALLE - 191114|Web HD|Cerrado|2025-07-04|04-07-25|07/07/2025|3
WO0000005380191|57|CONTADOR DE MONEDAS|REPARAR|CHACLACAYO - 191074|Web HD|Rechazado|2025-07-06|||1
WO0000005378355|53|COMEDOR|LIMPIAR|LA NEGRITA - 215004|Web HD|Cerrado|2025-07-06|22-07-25|24/07/2025|2
WO0000005378362|171|PISOS|LIMPIAR|TOWN SITE - 385001|Web HD|Rechazado|2025-07-06|||1
WO0000005377729|92|ESCRITORIO|MANTENIMIENTO|MESA REDONDA - 191069|Web HD|Rechazado|2025-07-06|||1
WO0000005377731|92|ESCRITORIO|MANTENIMIENTO|MESA REDONDA - 191069|Web HD|Rechazado|2025-07-06|||2
WO0000005378782|111|GRIFERIA|REVISAR|PISCO - 470000|Web HD|Cerrado|2025-07-06|07-07-25|10/07/2025|1
WO0000005379105|108|FOCO FLOURESCENTES|REVISAR|AREQUIPA - 215000|Web HD|Cerrado|2025-07-06|06-07-25|09/07/2025|2
WO0000005377733|57|CONTADOR DE MONEDAS|REPARAR|EL CARMEN - 315001|Web HD|Rechazado|2025-07-06|||3
WO0000005378353|163|PARED|PINTAR|SICUANI - 533000|Web HD|Rechazado|2025-07-06|||2
WO0000005378346|108|FOCO FLOURESCENTES|CAMBIAR|SICUANI - 533000|Web HD|Cerrado|2025-07-06|06-07-25|09/07/2025|3
WO0000005378348|111|GRIFERIA|REVISAR|MESA REDONDA - 191069|Web HD|Cerrado|2025-07-06|10-07-25|13/07/2025|2
WO0000005378347|130|LAVATORIO|REPARAR|SICUANI - 533000|Web HD|Cerrado|2025-07-06|06-07-25|09/07/2025|1
WO0000005380642|146|MODULOS|REPARAR|PARURO - 191047|Web HD|Cerrado|2025-07-06|09-07-25|12/07/2025|2
WO0000005379195|64|CREDENZA|REPARAR|MERCADO DE PRODUCTORES - 191061|Web HD|Cerrado|2025-07-06|06-07-25|09/07/2025|1
WO0000005378357|15|ATM|REVISAR|MOLICENTRO - 193004|Web HD|Cerrado|2025-07-06|08-07-25|11/07/2025|1
WO0000005380194|120|INDECI|REALIZAR MANTENIMIENTO REGULATORIO|MESA REDONDA - 191069|Web HD|Cerrado|2025-07-06|30-07-25|02/08/2025|2
WO0000005378367|15|ATM|REVISAR|MOLICENTRO - 193004|Web HD|Cerrado|2025-07-06|17-07-25|20/07/2025|3
WO0000005378772|197|PULSADOR DE ASALTO|REPARAR|UMACOLLO - 215009|Web HD|Rechazado|2025-07-06|||3
WO0000005380168|136|LLAVE SHUNT|REPARAR|RAUL FERRERO - 193012|Web HD|Cerrado|2025-07-06|07-07-25|10/07/2025|1
WO0000005380609|185|PRE INDECI|REALIZAR - PRE REGULATORIO|ANDAHUAYLAS - 205000|Web HD|Cerrado|2025-07-06|28-09-25|01/10/2025|2
WO0000005378379|15|ATM|REVISAR|MOLICENTRO - 193004|Web HD|Cerrado|2025-07-06|17-07-25|20/07/2025|1
WO0000005379796|15|ATM|REVISAR|MOLICENTRO - 193004|Web HD|Rechazado|2025-07-06|||2
WO0000005377197|251|TUBERIA DE AGUA|REPARAR|PURUCHUCO - 191020|Web HD|Cerrado|2025-07-06|11-07-25|14/07/2025|3
WO0000005379198|146|MODULOS|REPARAR|LOS RUISE ORES - 191115|Web HD|Cerrado|2025-07-06|06-07-25|09/07/2025|2
WO0000005379124|130|LAVATORIO|REPARAR|SANTA ANITA - 191052|Web HD|Cerrado|2025-07-06|06-07-25|09/07/2025|3
WO0000005379168|41|CAJONERA|REPARAR|LAS ALONDRAS - 191044|Web HD|Cerrado|2025-07-06|06-07-25|09/07/2025|2
WO0000005379106|231|STICKER|REPONER|AREQUIPA - 215000|Web HD|Cerrado|2025-07-06|06-07-25|09/07/2025|1
WO0000005379131|194|PUERTA/MAMPARA MANIJA|REPARAR|SANTA ANITA - 191052|Web HD|Cerrado|2025-07-06|06-07-25|09/07/2025|2
WO0000005380174|32|CAJA BUZON|REPARAR|RAUL FERRERO - 193012|Web HD|Cerrado|2025-07-06|07-07-25|10/07/2025|2
WO0000005379126|256|URINARIO FLUXOMETRO|REVISAR|SANTA ANITA - 191052|Web HD|Cerrado|2025-07-06|06-07-25|09/07/2025|1
WO0000005379169|123|INODOROS|REVISAR|LAS ALONDRAS - 191044|Web HD|Cerrado|2025-07-06|06-07-25|09/07/2025|3
WO0000005380641|146|MODULOS|REPARAR|LA RAMBLA BRASIL - 191166|Web HD|Cerrado|2025-07-06|09-07-25|12/07/2025|1
WO0000005380167|136|LLAVE SHUNT|REPARAR|RAUL FERRERO - 193012|Web HD|Cerrado|2025-07-06|07-07-25|10/07/2025|3
WO0000005379133|256|URINARIO FLUXOMETRO|REVISAR|SANTA ANITA - 191052|Web HD|Cerrado|2025-07-06|06-07-25|09/07/2025|3
WO0000005383640|108|FOCO FLOURESCENTES|CAMBIAR|CHOSICA - 191075|Web HD|Cerrado|2025-07-07|07-07-25|10/07/2025|2
WO0000005383642|108|FOCO FLOURESCENTES|CAMBIAR|CHACLACAYO - 191074|Web HD|Cerrado|2025-07-07|07-07-25|10/07/2025|1
WO0000005383637|122|INODORO TANQUE DE AGUA|REVISAR|CHOSICA - 191075|Web HD|Cerrado|2025-07-07|07-07-25|10/07/2025|2
WO0000005383644|221|SILLAS|REPARAR|CHACLACAYO - 191074|Web HD|Cerrado|2025-07-07|07-07-25|10/07/2025|3
WO0000005381769|146|MODULOS|REPARAR|CAYMA - 215002|Web HD|Cerrado|2025-07-07|07-07-25|10/07/2025|1
WO0000005382200|49|CERRADURA|APERTURAR|PARURO - 191047|Web HD|Cerrado|2025-07-07|08-07-25|11/07/2025|2
WO0000005383297|225|SIRENA|REPARAR|ABANCAY - 200000|Web HD|Cerrado|2025-07-07|08-07-25|11/07/2025|2
WO0000005381787|56|CONTADOR DE BILLETES|REPARAR|LA CULTURA - 285006|Web HD|Cerrado|2025-07-07|25-07-25|28/07/2025|1
WO0000005383646|32|CAJA BUZON|REPARAR|HUAYCAN - 191085|Web HD|Cerrado|2025-07-07|07-07-25|10/07/2025|1
WO0000005382226|125|INTERCOMUNICADOR|REVISAR|LAS ALONDRAS - 191044|Web HD|Cerrado|2025-07-07|13-07-25|16/07/2025|2
WO0000005385422|216|SENSOR DE PARED|REPARAR|COLONIAL - 192035|Web HD|Cerrado|2025-07-07|08-07-25|11/07/2025|2
WO0000005384739|57|CONTADOR DE MONEDAS|REPARAR|CHACLACAYO - 191074|Web HD|Cerrado|2025-07-07|10-07-25|13/07/2025|2
WO0000005381435|197|PULSADOR DE ASALTO|REPARAR|UMACOLLO - 215009|Web HD|Cerrado|2025-07-07|07-07-25|10/07/2025|3
WO0000005383671|154|OFICINA|FUMIGAR|SIGLO XX - 215015|Web HD|Cerrado|2025-07-07|08-07-25|11/07/2025|1
WO0000005383661|154|OFICINA|FUMIGAR|CUSCO - 285000|Web HD|Cerrado|2025-07-07|22-07-25|25/07/2025|2
WO0000005383641|188|PUERTA / MAMPARA|REPARAR|CHACLACAYO - 191074|Web HD|Cerrado|2025-07-07|07-07-25|10/07/2025|1
WO0000005383664|154|OFICINA|FUMIGAR|PARQUE INDUSTRIAL (AREQUIPA) - 215005|Web HD|Cerrado|2025-07-07|22-07-25|24/07/2025|3
WO0000005382208|34|CAJA FUERTE|APERTURAR|HUAYCAN - 191085|Web HD|Rechazado|2025-07-07|||1
WO0000005383650|144|MESAS|REPARAR|VITARTE - 191043|Web HD|Cerrado|2025-07-07|07-07-25|10/07/2025|2
WO0000005384390|56|CONTADOR DE BILLETES|REPARAR|LA NEGRITA - 215004|Web HD|Rechazado|2025-07-07|||2
WO0000005384728|34|CAJA FUERTE|REPROGRAMAR|CERRO COLORADO - 215013|Web HD|Cerrado|2025-07-07|03-08-25|06/08/2025|2
WO0000005383603|188|PUERTA / MAMPARA|REPARAR|MALL AVENTURA PLAZA AREQUIPA - 215011|Web HD|Cerrado|2025-07-07|31-07-25|03/08/2025|2
WO0000005384748|74|DISPENSADOR DE JABON LIQUIDO|REPARAR|TOWN SITE - 385001|Web HD|Cerrado|2025-07-07|22-07-25|24/07/2025|1
WO0000005384750|139|LONCHERA CERRADURA|APERTURAR|PARQUE INDUSTRIAL (AREQUIPA) - 215005|Web HD|Cerrado|2025-07-07|08-07-25|11/07/2025|1
WO0000005383648|240|TECHO /BALDOSAS|CAMBIAR|CAILLOMA - 191098|Web HD|Cerrado|2025-07-07|07-07-25|10/07/2025|1
WO0000005382274|117|IMANTADO|CONFECCIONAR|PUNO - 495000|Web HD|Rechazado|2025-07-07|||3
WO0000005382204|221|SILLAS|REPARAR|HUAYCAN - 191085|Web HD|Cerrado|2025-07-07|07-07-25|10/07/2025|3
WO0000005383295|199|PUNTO / CABLE DE RED|REVISAR|DIAGONAL - 285003|Web HD|Cerrado|2025-07-07|07-07-25|10/07/2025|3
WO0000005384749|74|DISPENSADOR DE JABON LIQUIDO|REPARAR|AREQUIPA - 215000|Web HD|Cerrado|2025-07-07|22-07-25|24/07/2025|1
WO0000005383639|31|CAJA / TAPA DE PASO|REVISAR|CHOSICA - 191075|Web HD|Cerrado|2025-07-07|07-07-25|10/07/2025|2
WO0000005384714|120|INDECI|REALIZAR MANTENIMIENTO REGULATORIO|CAILLOMA - 191098|Web HD|Cerrado|2025-07-07|30-07-25|02/08/2025|2
WO0000005382220|74|DISPENSADOR DE JABON LIQUIDO|REPARAR|LOS DAMASCOS - 193038|Web HD|Cerrado|2025-07-07|08-07-25|11/07/2025|1
WO0000005386183|194|PUERTA/MAMPARA MANIJA|REPARAR|TACNA - 540000|Web HD|Cerrado|2025-07-08|14-07-25|17/07/2025|1
WO0000005387063|31|CAJA / TAPA DE PASO|REVISAR|AREQUIPA - 215000|Web HD|Cerrado|2025-07-08|10-07-25|13/07/2025|2
WO0000005387380|5|AIRE ACONDICIONADO|REGULAR|IMPERIAL - 255001|Web HD|Cerrado|2025-07-08|09-07-25|12/07/2025|3
WO0000005388822|43|CAJONERA CERRADURA|REEMPLAZAR|LOS DAMASCOS - 193038|Web HD|Cerrado|2025-07-08|08-07-25|11/07/2025|1
WO0000005388219|56|CONTADOR DE BILLETES|REPARAR|EMANCIPACION - 191054|Web HD|Rechazado|2025-07-08|||1
WO0000005387439|220|SERVIMATIC|REVISAR|DIAGONAL - 285003|Web HD|Cerrado|2025-07-08|14-07-25|17/07/2025|2
WO0000005387432|59|CORTE DE ENERGIA|REVISAR|PISCO - 470000|Web HD|Cerrado|2025-07-08|10-07-25|13/07/2025|1
WO0000005387896|240|TECHO /BALDOSAS|REVISAR|ILO - 385000|Web HD|Rechazado|2025-07-08|||1
WO0000005386614|111|GRIFERIA|REVISAR|COLONIAL - 192035|Web HD|Cerrado|2025-07-08|09-07-25|12/07/2025|2
WO0000005389039|154|OFICINA|FUMIGAR|PURUCHUCO - 191020|Web HD|Cerrado|2025-07-08|30-07-25|02/08/2025|1
WO0000005389018|56|CONTADOR DE BILLETES|REPARAR|LA NEGRITA - 215004|Web HD|Cerrado|2025-07-08|25-07-25|28/07/2025|3
WO0000005388235|154|OFICINA|FUMIGAR|LA RAMBLA BRASIL - 191166|Web HD|Cerrado|2025-07-08|20-07-25|22/07/2025|1
WO0000005389010|56|CONTADOR DE BILLETES|REPARAR|LA NEGRITA - 215004|Web HD|Cerrado|2025-07-08|23-07-25|26/07/2025|2
WO0000005389038|154|OFICINA|FUMIGAR|CHINCHA - 315000|Web HD|Cerrado|2025-07-08|20-07-25|22/07/2025|1
WO0000005387886|92|ESCRITORIO|MANTENIMIENTO|ILO - 385000|Web HD|Cerrado|2025-07-08|16-07-25|19/07/2025|3
WO0000005388837|123|INODOROS|REVISAR|LOS DAMASCOS - 193038|Web HD|Cerrado|2025-07-08|08-07-25|11/07/2025|2
WO0000005389535|123|INODOROS|REVISAR|DIAGONAL - 285003|Web HD|Cerrado|2025-07-08|08-07-25|11/07/2025|1
WO0000005386622|167|PERCHERO|REPARAR|COLONIAL - 192035|Web HD|Cerrado|2025-07-08|24-07-25|27/07/2025|1
WO0000005386055|227|SISTEMA DE VIDEO|REPARACION|CONSTRUCTORES - 193005|Web HD|Rechazado|2025-07-08|||1
WO0000005389537|108|FOCO FLOURESCENTES|CAMBIAR|DIAGONAL - 285003|Web HD|Cerrado|2025-07-08|08-07-25|11/07/2025|1
WO0000005387864|215|SENSOR DE MAMPARA|REPARAR|EL PEDREGAL - 251000|Web HD|Cerrado|2025-07-08|04-08-25|07/08/2025|2
WO0000005386617|123|INODOROS|REVISAR|COLONIAL - 192035|Web HD|Cerrado|2025-07-08|09-07-25|12/07/2025|1
WO0000005389061|15|ATM|REVISAR|MOLICENTRO - 193004|Web HD|Cerrado|2025-07-08|14-07-25|17/07/2025|3
WO0000005386631|154|OFICINA|FUMIGAR|LA NEGRITA - 215004|Web HD|Cerrado|2025-07-08|13-07-25|16/07/2025|2
WO0000005388868|15|ATM|REVISAR|MOLICENTRO - 193004|Web HD|Cerrado|2025-07-08|14-07-25|17/07/2025|2
WO0000005390468|43|CAJONERA CERRADURA|APERTURAR|VENEZUELA - 191026|Web HD|Cerrado|2025-07-09|09-07-25|12/07/2025|2
WO0000005392603|154|OFICINA|FUMIGAR|MUSA - 193050|Web HD|Cerrado|2025-07-09|20-07-25|23/07/2025|2
WO0000005391859|221|SILLAS|REPARAR|COLONIAL - 192035|Web HD|Cerrado|2025-07-09|14-07-25|17/07/2025|3
WO0000005391247|5|AIRE ACONDICIONADO|REPARAR|PARURO - 191047|Web HD|Cerrado|2025-07-09|16-07-25|19/07/2025|1
WO0000005390881|92|ESCRITORIO|MANTENIMIENTO|RAUL FERRERO - 193012|Web HD|Cerrado|2025-07-09|15-07-25|18/07/2025|2
WO0000005392643|56|CONTADOR DE BILLETES|REPARAR|AYACUCHO - 220000|Web HD|Cerrado|2025-07-09|21-07-25|24/07/2025|2
WO0000005390477|130|LAVATORIO|REPARAR|CAILLOMA - 191098|Web HD|Cerrado|2025-07-09|11-07-25|14/07/2025|1
WO0000005392660|163|PARED|RESANAR|AYACUCHO - 220000|Web HD|Cerrado|2025-07-09|21-07-25|23/07/2025|2
WO0000005392686|146|MODULOS|REPARAR|COLONIAL - 192035|Web HD|Cerrado|2025-07-09|14-07-25|17/07/2025|1
WO0000005392604|108|FOCO FLOURESCENTES|CAMBIAR|AREQUIPA - 215000|Web HD|Cerrado|2025-07-09|09-07-25|12/07/2025|1
WO0000005391870|253|TV|REEMPLAZAR|COLONIAL - 192035|Web HD|Cerrado|2025-07-09|11-07-25|14/07/2025|1
WO0000005392648|56|CONTADOR DE BILLETES|REPARAR|AYACUCHO - 220000|Web HD|Cerrado|2025-07-09|21-07-25|24/07/2025|1
